Material Entity,Social Relation,Sentence
jaggery,purōhit,"In the course of the morning, the purōhit, holding the right little finger of the bridegroom, conducts him to the dais, close to which rice, rice stained yellow, rice husk, jaggery (crude sugar), wheat bran, and cotton seed are placed."
jaggery,bridegroom,"At the betrothal ceremony, the future bridegroom’s relations proceed to the house of the girl, carrying the following articles on an odd number of trays beneath a cloth canopy (ulladam): mustard, fenugreek (Trigonella Fœnumgræcum), cummin seeds, curds, jaggery, dhāl (Cajanus indicus), balls of condiments, tamarinds, pepper, twenty-one cakes, eleven cocoanuts, salt, plantains, flowers, a new cloth, black beads, a palm-leaf roll for the ear lobe, turmeric, a comb, and kunkumam (colour powder)."
jaggery,bridegroom,"In the course of the morning, the purōhit, holding the right little finger of the bridegroom, conducts him to the dais, close to which rice, rice stained yellow, rice husk, jaggery (crude sugar), wheat bran, and cotton seed are placed."
jaggery,purōhit,"The purōhit rubs a little jaggery over the bridegroom’s right palm, joins it to the palm of the bride, and ties their two hands together with a rope made of kusa grass (hasthagonti)."
jaggery,bridegroom,"After undergoing the nalugu, the bridegroom marks with a crowbar the spot where this meal, consisting of rice, milk, green gram, and jaggery (sugar), is to be cooked in a pot called bhūpalakunda."
jaggery,sister,"In the ninth month, the husband’s sister presents his wife with a couple of pounds of cummin seed and jaggery."
jaggery,bridegroom,"The parents of the bridegroom contribute to the ceremony a small packet of jaggery (crude sugar), a muri (piece of cloth), some oil and incha (Acacia Intsia), the soft fibre of which is used as soap."
jaggery,bridegroom,"The bridegroom’s party repair to the bank of the local stream, where they are met by the caste people, who are presented with betel, a cheroot, and a pot of jaggery (crude sugar) water as cool drink."
jaggery,bridegroom,"The bridegroom places some cummin seed and jaggery (crude sugar) on the bride’s head, and the bride does the same to the bridegroom."
jewel,mourner,"Coming home, the chief mourner places in the hands of the Gurukāra or headman of the caste a jewel or other valuable article as a security that he will duly perform all the funeral rites."
jewel,son,"The Panta Kāpus are said to be descended from the eldest son, the Pākanātis from the second, the Velamas from the son who ran away, and the Kammas from the son who secured the jewel."
jewel,enemy,"According to another legend, a valuable ear ornament, belonging to Rāja Pratāpa Rudra, fell into the hands of an enemy, whom a section of the Kāpus boldly attacked, and recovered the jewel."
jewel,chief,"Coming home, the chief mourner places in the hands of the Gurukāra or headman of the caste a jewel or other valuable article as a security that he will duly perform all the funeral rites."
jewel,mother,"It must be said that they have some gold jewel made, which will contain half a ducat of gold, a little shorter than the tag of lace, with a hole in the middle passing through it, and they string it on a thread of white silk; and the mother of the girl stands with her daughter very much dressed out, and entertaining her with music and singing, and a number of people."
jewel,priest,"The priest, holding in his hand a gold jewel, now takes the hands of the two in his, and repeats several passages (charms)."
jewel,barber,"A few days before the wedding, the maternal uncle of the bride, or the Gurikāra, ties a jewel on her neck, and a pandal (booth) is erected, and decorated by the caste barber (parēl maddiyali) with cloths of different colours."
jewel,bride,"A few days before the wedding, the maternal uncle of the bride, or the Gurikāra, ties a jewel on her neck, and a pandal (booth) is erected, and decorated by the caste barber (parēl maddiyali) with cloths of different colours."
jewel,bride,"On the second day of their marriage, a pretence of stealing a jewel from the person of the bride is made."
jewel,bride,"The bridegroom makes away with the jewel before dawn, and in the evening the bride’s party proceeds to the house where the bridegroom is to be found."
jewel,uncle,"A few days before the wedding, the maternal uncle of the bride, or the Gurikāra, ties a jewel on her neck, and a pandal (booth) is erected, and decorated by the caste barber (parēl maddiyali) with cloths of different colours."
jewel,swāmis,"On this it was lifted, and placed in a jewel shrine amidst a storm of applause and clapping of hands—these seem the only occasions when Hindus do clap hands—and then, with all the company of Brahmins headed by the swāmis marching in front, followed by flambeaus and wild music, the car was slowly hauled by thousands of votaries round the square which was illuminated by three lines of lights, ascending at intervals into pyramids."
